total_time,evaluate_children_time,node_select_time,rule_evaluation_time,lower_bound_time,lower_bound_num,objective_time,objective_num,tree_insertion_time,tree_insertion_num,queue_insertion_time,evaluate_children_num,permutation_map_insertion_time,permutation_map_insertion_num,permutation_map_memory,current_lower_bound,tree_min_objective,tree_prefix_length,tree_num_nodes,tree_num_evaluated,tree_memory,queue_size,queue_min_length,queue_memory,pmap_size,pmap_null_num,pmap_discard_num,log_remaining_space_size,prefix_lengths
9.53674e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,
1.28746e-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.464115,0,1,0,0,1,0,0,0,0,0,1,0:1;
2.28882e-05,0,9.53674e-07,0,0,1,9.53674e-07,1,0,1,0,0,0,0,0,0.015,0.345144,1,1,0,0,1,0,0,0,0,0,1,0:1;
3.29018e-05,0,9.53674e-07,0,0,5,9.53674e-07,5,2.14577e-06,5,0,0,1.90735e-06,4,24,0.015,0.172895,1,5,0,448,4,0,0,4,0,0,1,0:1;1:4;
3.88622e-05,0,9.53674e-07,0,0,7,1.90735e-06,7,2.14577e-06,7,0,0,3.8147e-06,6,36,0.015,0.0437081,1,7,0,672,6,0,0,6,0,0,1,0:1;1:6;
0.000118971,0.000100136,9.53674e-07,9.799e-05,1.93119e-05,463,1.28746e-05,158,6.19888e-06,92,5.00679e-06,1,1.97887e-05,91,546,0.015,0.0437081,1,92,1,10192,91,1,0,91,0,0,1,1:91;
0.000125885,0.000100136,9.53674e-07,9.799e-05,1.93119e-05,463,1.28746e-05,158,6.19888e-06,92,5.00679e-06,1,1.97887e-05,91,546,0.015,0.0437081,1,92,1,10192,91,1,0,91,0,0,1,1:85;
0.00323391,0.0031898,1.43051e-05,0.00315142,0.00174832,39017,0.000420094,7584,6.19888e-06,92,5.00679e-06,86,1.97887e-05,91,546,0.274019,0.0437081,1,0,1,9520,0,0,0,91,0,0,1,
0.00327182,0.0031898,1.43051e-05,0.00315142,0.00174832,39017,0.000420094,7584,6.19888e-06,92,5.00679e-06,86,1.97887e-05,91,546,0.274019,0.0437081,1,0,1,9520,0,0,0,91,0,0,1,
0.003335,0.0031898,1.43051e-05,0.00315142,0.00174832,39017,0.000420094,7584,6.19888e-06,92,5.00679e-06,86,1.97887e-05,91,546,0.274019,0.0437081,1,0,1,9520,0,0,0,91,0,0,1,
