total_time,evaluate_children_time,node_select_time,rule_evaluation_time,lower_bound_time,lower_bound_num,objective_time,objective_num,tree_insertion_time,tree_insertion_num,queue_insertion_time,evaluate_children_num,permutation_map_insertion_time,permutation_map_insertion_num,permutation_map_memory,current_lower_bound,tree_min_objective,tree_prefix_length,tree_num_nodes,tree_num_evaluated,tree_memory,queue_size,queue_min_length,queue_memory,pmap_size,pmap_null_num,pmap_discard_num,log_remaining_space_size,prefix_lengths
9.53674e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,
1.40667e-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.4689,0,1,0,0,1,0,0,0,0,0,1,0:1;
2.40803e-05,0,9.53674e-07,0,0,1,9.53674e-07,1,0,1,0,0,0,0,0,0.015,0.340359,1,1,0,0,1,0,0,0,0,0,1,0:1;
3.40939e-05,0,9.53674e-07,0,0,5,9.53674e-07,5,0,5,9.53674e-07,0,3.09944e-06,4,24,0.015,0.172895,1,5,0,448,4,0,0,4,0,0,1,0:1;1:4;
4.00543e-05,0,9.53674e-07,0,0,7,9.53674e-07,7,0,7,9.53674e-07,0,4.05312e-06,6,36,0.015,0.0437081,1,7,0,672,6,0,0,6,0,0,1,0:1;1:6;
0.00012207,0.000102043,9.53674e-07,0.000100136,1.83582e-05,465,1.26362e-05,163,8.10623e-06,97,2.86102e-06,1,2.38419e-05,96,576,0.015,0.0437081,1,97,1,10752,96,1,0,96,0,0,1,1:96;
0.000128984,0.000102043,9.53674e-07,0.000100136,1.83582e-05,465,1.26362e-05,163,8.10623e-06,97,2.86102e-06,1,2.38419e-05,96,576,0.015,0.0437081,1,97,1,10752,96,1,0,96,0,0,1,1:90;
0.00350404,0.00345516,9.77516e-06,0.00342846,0.00187063,41199,0.000467062,7846,8.10623e-06,97,2.86102e-06,91,2.38419e-05,96,576,0.283589,0.0437081,1,0,1,10080,0,0,0,96,0,0,1,
0.00353694,0.00345516,9.77516e-06,0.00342846,0.00187063,41199,0.000467062,7846,8.10623e-06,97,2.86102e-06,91,2.38419e-05,96,576,0.283589,0.0437081,1,0,1,10080,0,0,0,96,0,0,1,
0.0036099,0.00345516,9.77516e-06,0.00342846,0.00187063,41199,0.000467062,7846,8.10623e-06,97,2.86102e-06,91,2.38419e-05,96,576,0.283589,0.0437081,1,0,1,10080,0,0,0,96,0,0,1,
